id,case_number,date,block,iucr_code,primary_type,description,location_desc,arrest,domestic,beat_num,district_code,ward_no,community_code,fbi_code,x_coordinate,y_coordinate,year,date_of_update,latitude,longitude,location,Year,Month,DayOfWeek
10000608,TM910902,2020-09-19 14:28:00,9XX S PULASKI RD,610,BURGLARY,FORCIBLE ENTRY,STREET,False,False,521,18,11.0,16.0,05,1157401.0,1918454.0,2020,2020-09-21 14:28:00,41.78556834,-87.67049196,"(41.78556834, -87.67049196)",2020,9,Saturday
10000609,DM975577,2021-08-28 07:00:00,50XX S CICERO AVE,320,ROBBERY,STRONGARM - NO WEAPON,OTHER,False,False,2011,18,34.0,40.0,03,1151157.0,1926395.0,2021,2021-08-29 07:00:00,41.72573329,-87.56050363,"(41.72573329, -87.56050363)",2021,8,Saturday
10000610,SG495006,2021-02-21 14:16:00,56XX N WESTERN AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RESTAURANT,False,True,112,8,3.0,7.0,07,1175752.0,1904743.0,2021,2021-03-06 14:16:00,41.93478069,-87.651374465,"(41.93478069, -87.50826775)",2021,2,Sunday
10000611,LD001878,2022-06-15 01:23:00,91XX E NORTH AVE,1310,NARCOTICS,POSS: COCAINE,HOSPITAL BUILDING/GROUNDS,True,True,621,11,49.0,31.0,17,1180360.0,1870030.0,2022,2022-06-22 01:23:00,41.78649549,-87.51696511,"(41.78649549, -87.51696511)",2022,6,Wednesday
10000612,IY290210,2018-03-29 23:09:00,82XX S DIVISION ST,312,ROBBERY,ARMED: HANDGUN,PARKING LOT / GARAGE(NON.RESID.),True,False,1711,14,10.0,5.0,10,1195241.0,1887405.0,2018,2018-04-27 23:09:00,41.8390642,-87.59335185,"(41.8390642, -87.59335185)",2018,3,Thursday
10000613,LA771917,2018-09-02 13:01:00,72XX S ASHLAND AVE,460,BATTERY,SIMPLE,CTA TRAIN,True,False,113,25,26.0,15.0,04B,1174984.0,1854302.0,2018,2018-09-12 13:01:00,41.75571898,-87.72064935,UNKNOWN,2018,9,Sunday
10000614,VA630476,2023-04-01 14:48:00,29XX E NORTH AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RETAIL STORE,False,True,712,8,50.0,34.0,12,1194691.0,1928277.0,2023,2023-04-12 14:48:00,41.95259578,-87.60347253,"(41.95259578, -87.60347253)",2023,4,Saturday
10000615,WH098845,2016-11-23 09:20:00,45XX W ASHLAND AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,RESTAURANT,False,False,1221,4,48.0,17.0,11,1169599.0,1883464.0,2016,2016-12-18 09:20:00,41.82591896,-87.798862,"(41.82591896, -87.798862)",2016,11,Wednesday
10000616,SW759136,2015-03-03 03:59:00,40XX N BROADWAY,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,OTHER,True,True,2011,18,20.0,65.0,06,1161764.0,1919127.0,2015,2015-03-07 03:59:00,41.78040115,-87.75632767,"(41.78040115, -87.75632767)",2015,3,Tuesday
10000617,HI528510,2018-02-06 20:41:00,1XX W CICERO AVE,750,THEFT,THEFT $500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,212,3,50.0,16.0,07,1154015.0,1861740.0,2018,2018-03-05 20:41:00,41.92223302,-87.651374465,"(41.92223302, -87.63598941)",2018,2,Tuesday
10000618,AY417839,2016-02-17 23:11:00,7XX E DIVISION ST,1310,NARCOTICS,POSS: COCAINE,STREET,False,False,412,6,24.0,40.0,11,1193159.0,1859477.0,2016,2016-02-20 23:11:00,41.93064417,-87.74405357,"(41.93064417, -87.74405357)",2016,2,Wednesday
10000619,UC639796,2015-11-25 07:17:00,72XX W STATE ST,910,VANDALISM,CRIMINAL DAMAGE,STREET,False,False,1411,1,14.0,39.0,19,1154945.0,1915810.0,2015,2015-11-27 07:17:00,41.91506374,-87.6510854,"(41.91506374, -87.6510854)",2015,11,Wednesday
10000620,DM774910,2019-02-02 22:40:00,57XX N FULLERTON AVE,560,ASSAULT,SIMPLE,SIDEWALK,True,False,812,3,14.0,57.0,20,1196131.0,1894648.0,2019,2019-02-06 22:40:00,41.90185064,-87.79320985,"(41.90185064, -87.79320985)",2019,2,Saturday
10000621,RS338506,2022-02-08 23:16:00,24XX E MICHIGAN AVE,510,ASSAULT,AGGRAVATED: HANDGUN,RETAIL STORE,True,False,1811,17,50.0,16.0,01A,1170961.0,1919063.0,2022,2022-02-24 23:16:00,41.75800551,-87.66577739,"(41.75800551, -87.66577739)",2022,2,Tuesday
10000622,QD599699,2021-07-24 03:24:00,46XX N DIVISION ST,740,THEFT,THEFT OVER $500,STREET,False,False,1911,25,49.0,49.0,20,1169446.0,1885398.0,2021,2021-08-13 03:24:00,41.80952324,-87.651374465,"(41.80952324, -87.65835206)",2021,7,Saturday
10000623,FA976883,2017-06-10 09:02:00,37XX E HALSTED ST,610,BURGLARY,FORCIBLE ENTRY,PARKING LOT / GARAGE(NON.RESID.),False,False,321,24,34.0,34.0,04B,1176909.0,1867770.0,2017,2017-07-07 09:02:00,41.91441728,-87.76624813,"(41.91441728, -87.76624813)",2017,6,Saturday
10000624,MV549323,2022-10-31 12:45:00,54XX E ASHLAND AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,False,True,521,8,15.0,43.0,14,1155924.0,1910884.0,2022,2022-11-26 12:45:00,41.69094208,-87.7948772,"(41.69094208, -87.7948772)",2022,10,Monday
10000625,DU479744,2019-03-05 19:31:00,94XX W MICHIGAN AVE,740,THEFT,THEFT OVER $500,GROCERY FOOD STORE,False,False,612,4,22.0,47.0,07,1190604.0,1886948.0,2019,2019-03-22 19:31:00,41.88184754,-87.57127183,"(41.88184754, -87.57127183)",2019,3,Tuesday
10000626,VN341053,2017-12-15 19:30:00,57XX E HALSTED ST,730,THEFT,SHOPLIFTING,PARK PROPERTY,False,True,1411,24,49.0,30.0,05,1198935.0,1892406.0,2017,2018-01-02 19:30:00,41.71931079,-87.70458495,"(41.71931079, -87.70458495)",2017,12,Friday
10000627,RJ184540,2020-01-12 14:16:00,52XX W DIVISION ST,910,VANDALISM,CRIMINAL DAMAGE,APARTMENT,True,False,511,1,29.0,49.0,16,1197153.0,1866659.0,2020,2020-01-17 14:16:00,41.94790004,-87.58807795,"(41.94790004, -87.58807795)",2020,1,Sunday
10000628,PL973674,2018-10-02 20:49:00,96XX N MADISON ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,CONVENIENCE STORE,False,True,112,9,1.0,45.0,12,1157239.0,1866001.0,2018,2018-10-10 20:49:00,41.97307707,-87.61880476,"(41.97307707, -87.61880476)",2018,10,Tuesday
10000629,MC043841,2022-11-25 21:15:00,23XX S ASHLAND AVE,750,THEFT,THEFT $500 AND UNDER,CTA TRAIN,False,False,411,18,17.0,19.0,26,1186432.0,1864420.0,2022,2022-12-22 21:15:00,41.91487375,-87.76092862,"(41.91487375, -87.76092862)",2022,11,Friday
10000630,ZX134040,2019-07-14 17:14:00,73XX N WESTERN AVE,910,VANDALISM,CRIMINAL DAMAGE,CTA BUS,False,True,1121,12,12.0,14.0,12,1159359.0,1921879.0,2019,2019-07-16 17:14:00,41.86535424,-87.55805852,"(41.86535424, -87.55805852)",2019,7,Sunday
10000631,OU425590,2023-09-24 03:21:00,15XX W COTTAGE GROVE AVE,850,DECEPTIVE PRACTICE,FRAUD,GAS STATION,True,False,2211,1,3.0,38.0,07,1195841.0,1880138.0,2023,2023-10-16 03:21:00,41.94053922,-87.74493806,"(41.94053922, -87.74493806)",2023,9,Sunday
10000632,BV746841,2021-10-08 10:38:00,7XX E DIVISION ST,610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,False,False,1511,5,30.0,21.0,19,1191112.0,1867776.0,2021,2021-10-16 10:38:00,41.7380196,-87.651374465,"(41.7380196, -87.62822242)",2021,10,Friday
10000633,EU979820,2020-09-02 21:27:00,73XX S STATE ST,620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,912,1,27.0,64.0,04A,1150511.0,1907189.0,2020,2020-09-12 21:27:00,41.69651012,-87.78662154,"(41.69651012, -87.78662154)",2020,9,Wednesday
10000634,WP882767,2016-11-18 10:04:00,88XX N CICERO AVE,460,BATTERY,SIMPLE,ALLEY,False,True,911,5,24.0,43.0,26,1199465.0,1872694.0,2016,2016-11-20 10:04:00,41.87545753,-87.58118438,UNKNOWN,2016,11,Friday
10000635,DG414331,2021-04-30 19:34:00,41XX S STATE ST,730,THEFT,SHOPLIFTING,PARK PROPERTY,False,True,621,8,8.0,17.0,11,1189003.0,1910108.0,2021,2021-05-21 19:34:00,41.95391115,-87.78274034,"(41.95391115, -87.78274034)",2021,4,Friday
10000636,GC978447,2023-12-08 07:08:00,41XX S NORTH AVE,620,BURGLARY,UNLAWFUL ENTRY,UNKNOWN,True,False,521,14,29.0,10.0,14,1171177.0,1926063.0,2023,2023-12-14 07:08:00,41.90676414,-87.76156735,"(41.90676414, -87.76156735)",2023,12,Friday
10000637,NL941493,2017-02-21 09:06:00,39XX S STATE ST,510,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT / GARAGE(NON.RESID.),False,False,812,12,45.0,30.0,04A,1156978.0,1896550.0,2017,2017-02-24 09:06:00,41.77127173,-87.5840614,"(41.77127173, -87.5840614)",2017,2,Tuesday
10000638,JJ603769,2021-01-19 20:37:00,97XX S DIVISION ST,750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,1411,1,20.0,70.0,07,1159913.0,1866717.0,2021,2021-01-25 20:37:00,41.88021421,-87.55114556,"(41.88021421, -87.55114556)",2021,1,Tuesday
10000639,CP111375,2023-09-09 12:27:00,28XX E CHICAGO AVE,740,THEFT,THEFT OVER $500,PARK PROPERTY,True,False,411,17,9.0,52.0,08B,1179225.0,1863462.0,2023,2023-10-02 12:27:00,41.80936957,-87.76240121,"(41.80936957, -87.76240121)",2023,9,Saturday
10000640,ES040988,2017-01-08 18:05:00,84XX W NORTH AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,True,True,621,6,11.0,32.0,26,1150572.0,1851075.0,2017,2017-02-05 18:05:00,41.86091948,-87.651374465,"(41.86091948, -87.74749907)",2017,1,Sunday
10000641,SK054632,2015-11-03 04:48:00,29XX W MICHIGAN AVE,750,THEFT,THEFT $500 AND UNDER,CTA TRAIN,False,False,912,20,15.0,32.0,17,1191817.0,1857491.0,2015,2015-11-06 04:48:00,41.74329097,-87.75190337,"(41.74329097, -87.75190337)",2015,11,Tuesday
10000642,AY620412,2018-12-20 00:36:00,26XX W WESTERN AVE,510,ASSAULT,AGGRAVATED: HANDGUN,GROCERY FOOD STORE,True,True,412,8,30.0,23.0,06,1192869.0,1903863.0,2018,2018-12-31 00:36:00,41.93784871,-87.60228957,"(41.93784871, -87.60228957)",2018,12,Thursday
10000643,NL984612,2019-05-10 16:30:00,42XX E WESTERN AVE,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,612,2,28.0,27.0,14,1193999.0,1914708.0,2019,2019-05-24 16:30:00,41.98240341,-87.55436316,"(41.98240341, -87.55436316)",2019,5,Friday
10000644,VD506157,2018-11-15 14:21:00,96XX S NORTH AVE,460,BATTERY,SIMPLE,APARTMENT,True,False,2011,7,33.0,40.0,10,1193707.0,1911816.0,2018,2018-12-11 14:21:00,41.98922997,-87.75034766,"(41.98922997, -87.75034766)",2018,11,Thursday
10000645,MQ402592,2018-01-02 09:25:00,55XX N BROADWAY,850,DECEPTIVE PRACTICE,FRAUD,STREET,False,False,2211,9,16.0,42.0,20,1173847.0,1856212.0,2018,2018-01-26 09:25:00,41.69975041,-87.56569624,"(41.69975041, -87.56569624)",2018,1,Tuesday
10000646,YD465173,2017-11-16 21:54:00,12XX E STATE ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,UNKNOWN,False,False,521,5,44.0,50.0,26,1168387.0,1890235.0,2017,2017-12-01 21:54:00,41.9603987,-87.56535544,"(41.9603987, -87.56535544)",2017,11,Thursday
10000647,MU951748,2019-10-21 03:57:00,28XX N NORTH AVE,320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,True,False,1211,8,46.0,32.0,20,1169817.0,1901568.0,2019,2019-10-23 03:57:00,41.84275882,-87.73661779,"(41.84275882, -87.73661779)",2019,10,Monday
10000648,AV768865,2017-06-12 16:21:00,65XX W NORTH AVE,1310,NARCOTICS,POSS: COCAINE,SIDEWALK,False,False,1411,22,3.0,50.0,18,1158457.0,1891202.0,2017,2017-07-04 16:21:00,41.7513051,-87.59607881,"(41.7513051, -87.59607881)",2017,6,Monday
10000649,TN665511,2019-07-03 18:28:00,61XX S COTTAGE GROVE AVE,610,BURGLARY,FORCIBLE ENTRY,GAS STATION,False,False,411,15,26.0,27.0,01A,1196546.0,1904093.0,2019,2019-07-04 18:28:00,41.81066574,-87.75114221,"(41.81066574, -87.75114221)",2019,7,Wednesday
10000650,HZ602764,2020-12-26 14:53:00,12XX S MADISON ST,460,BATTERY,SIMPLE,UNKNOWN,False,False,1022,22,17.0,22.0,07,1176778.0,1926294.0,2020,2021-01-05 14:53:00,41.75187405,-87.651374465,"(41.75187405, -87.59136319)",2020,12,Saturday
10000651,NY336663,2021-10-23 16:17:00,15XX W FULLERTON AVE,620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,611,19,33.0,36.0,16,1191101.0,1856027.0,2021,2021-10-31 16:17:00,41.924843,-87.59187865,"(41.924843, -87.59187865)",2021,10,Saturday
10000652,LB060688,2023-02-08 18:57:00,53XX E STATE ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,True,False,812,24,33.0,12.0,04B,1152719.0,1897926.0,2023,2023-03-08 18:57:00,41.9224132,-87.76566871,"(41.9224132, -87.76566871)",2023,2,Wednesday
10000653,OK515881,2020-11-26 12:01:00,12XX N DIVISION ST,910,VANDALISM,CRIMINAL DAMAGE,PARK PROPERTY,False,False,1711,1,30.0,19.0,08A,1182079.0,1887354.0,2020,2020-12-18 12:01:00,41.79166372,-87.63051593,"(41.79166372, -87.63051593)",2020,11,Thursday
10000654,CA789118,2023-06-30 20:59:00,88XX W MICHIGAN AVE,730,THEFT,SHOPLIFTING,OTHER,False,False,621,7,26.0,34.0,15,1159194.0,1870246.0,2023,2023-07-14 20:59:00,41.86845863,-87.61093578,"(41.86845863, -87.61093578)",2023,6,Friday
10000655,JS450543,2017-12-26 17:25:00,40XX N CHICAGO AVE,460,BATTERY,SIMPLE,APARTMENT,True,False,1211,2,16.0,49.0,26,1156647.0,1911188.0,2017,2018-01-22 17:25:00,41.77809319,-87.68737021,"(41.77809319, -87.68737021)",2017,12,Tuesday
10000656,PQ520338,2018-12-13 21:36:00,49XX W GRAND AVE,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,912,17,16.0,67.0,02,1198036.0,1868465.0,2018,2018-12-28 21:36:00,41.81333416,-87.50028118,"(41.81333416, -87.50028118)",2018,12,Thursday
10000657,FT783574,2021-12-14 08:24:00,85XX S CICERO AVE,740,THEFT,THEFT OVER $500,CTA TRAIN,False,False,2011,14,26.0,59.0,18,1199263.0,1922694.0,2021,2021-12-28 08:24:00,41.9577621,-87.6869134,"(41.9577621, -87.6869134)",2021,12,Tuesday
10000658,QR438799,2021-10-26 20:06:00,38XX E STATE ST,312,ROBBERY,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",False,False,412,7,39.0,68.0,03,1150492.0,1850353.0,2021,2021-11-06 20:06:00,41.73642737,-87.76218358,"(41.73642737, -87.76218358)",2021,10,Tuesday
10000659,XI960132,2021-06-12 15:09:00,90XX S BROADWAY,650,MOTOR VEHICLE THEFT,AUTOMOBILE,CONVENIENCE STORE,True,False,311,24,35.0,61.0,20,1183568.0,1873769.0,2021,2021-07-11 15:09:00,41.82043362,-87.7018325,"(41.82043362, -87.7018325)",2021,6,Saturday
10000660,CN591796,2016-05-27 22:36:00,79XX W DIVISION ST,740,THEFT,THEFT OVER $500,APARTMENT,False,False,1022,19,3.0,48.0,13,1162300.0,1924819.0,2016,2016-06-23 22:36:00,41.71555252,-87.60233547,"(41.71555252, -87.60233547)",2016,5,Friday
10000661,TT106875,2022-05-13 09:42:00,29XX W HALSTED ST,800,ARSON,AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,True,False,111,11,26.0,13.0,02,1174816.0,1927654.0,2022,2022-06-02 09:42:00,41.74893479,-87.74913252,"(41.74893479, -87.74913252)",2022,5,Friday
10000662,KB704095,2018-06-25 11:28:00,9XX N FULLERTON AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,GROCERY FOOD STORE,False,True,621,19,39.0,1.0,09,1193300.0,1911957.0,2018,2018-07-05 11:28:00,41.91493772,-87.63963647,"(41.91493772, -87.63963647)",2018,6,Monday
10000663,RG690440,2019-04-20 09:16:00,34XX E NORTH AVE,510,ASSAULT,AGGRAVATED: HANDGUN,UNKNOWN,False,False,911,22,5.0,72.0,13,1174984.0,1857634.0,2019,2019-04-22 09:16:00,41.85338271,-87.77628388,"(41.85338271, -87.77628388)",2019,4,Saturday
10000664,RH976503,2015-03-17 23:15:00,31XX E NORTH AVE,460,BATTERY,SIMPLE,GAS STATION,False,True,211,19,10.0,23.0,02,1188447.0,1911374.0,2015,2015-04-06 23:15:00,41.75270183,-87.68521431,"(41.75270183, -87.68521431)",2015,3,Tuesday
10000665,PB616088,2018-11-04 19:08:00,6XX W STATE ST,560,ASSAULT,SIMPLE,RETAIL STORE,True,True,712,2,13.0,60.0,14,1188104.0,1917234.0,2018,2018-11-11 19:08:00,41.96236492,-87.52999919,"(41.96236492, -87.52999919)",2018,11,Sunday
10000666,AF964932,2018-10-05 16:35:00,88XX S ASHLAND AVE,510,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,321,19,4.0,44.0,13,1182809.0,1852587.0,2018,2018-10-16 16:35:00,41.88744188,-87.76656849,"(41.88744188, -87.76656849)",2018,10,Friday
10000667,SO939137,2015-09-18 12:47:00,24XX S MADISON ST,560,ASSAULT,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,False,611,22,37.0,44.0,12,1199890.0,1890235.0,2015,2015-09-21 12:47:00,41.92780165,-87.55882805,"(41.92780165, -87.55882805)",2015,9,Friday
10000668,WP590761,2015-08-01 13:02:00,80XX N MICHIGAN AVE,560,ASSAULT,SIMPLE,OTHER,False,False,111,14,16.0,56.0,01A,1182348.0,1884314.0,2015,2015-08-14 13:02:00,41.84927055,-87.60767869,"(41.84927055, -87.60767869)",2015,8,Saturday
10000669,VZ513792,2019-02-10 10:07:00,38XX E CLARK ST,750,THEFT,THEFT $500 AND UNDER,GAS STATION,True,False,113,24,12.0,51.0,14,1198350.0,1877905.0,2019,2019-03-01 10:07:00,41.8191149,-87.76008562,"(41.8191149, -87.76008562)",2019,2,Sunday
10000670,SJ281415,2022-01-21 13:13:00,64XX N MADISON ST,560,ASSAULT,SIMPLE,UNKNOWN,False,False,1022,10,26.0,43.0,18,1168549.0,1859867.0,2022,2022-01-31 13:13:00,41.74036219,-87.56173941,"(41.74036219, -87.56173941)",2022,1,Friday
10000671,IB553132,2018-12-18 20:04:00,55XX W WESTERN AVE,850,DECEPTIVE PRACTICE,FRAUD,RETAIL STORE,False,False,122,18,24.0,4.0,03,1183969.0,1900784.0,2018,2018-12-30 20:04:00,41.69131041,-87.66763428,"(41.69131041, -87.66763428)",2018,12,Tuesday
10000672,PL312874,2018-08-03 18:58:00,56XX E NORTH AVE,460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,True,False,1221,20,4.0,41.0,11,1174984.0,1896046.0,2018,2018-08-18 18:58:00,41.71398558,-87.60710427,"(41.71398558, -87.60710427)",2018,8,Friday
10000673,WD762629,2023-05-14 18:54:00,31XX S PULASKI RD,620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,611,3,35.0,34.0,14,1151276.0,1878790.0,2023,2023-05-30 18:54:00,41.72007848,-87.74431742,"(41.72007848, -87.74431742)",2023,5,Sunday
10000674,DR006041,2020-02-28 13:55:00,84XX S STATE ST,740,THEFT,THEFT OVER $500,ALLEY,False,False,321,24,12.0,34.0,09,1161191.0,1892793.0,2020,2020-03-18 13:55:00,41.87658484,-87.58726742,"(41.87658484, -87.58726742)",2020,2,Friday
10000675,OF073226,2021-10-26 00:43:00,73XX N PULASKI RD,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA TRAIN,False,False,812,11,21.0,11.0,12,1195741.0,1885405.0,2021,2021-11-11 00:43:00,41.72805132,-87.68329879,"(41.72805132, -87.68329879)",2021,10,Tuesday
10000676,EN360867,2015-11-05 14:46:00,5XX E MADISON ST,460,BATTERY,SIMPLE,STREET,False,True,712,2,26.0,52.0,11,1174984.0,1854188.0,2015,2015-11-22 14:46:00,41.9307965,-87.7989653,"(41.9307965, -87.7989653)",2015,11,Thursday
10000677,YS243451,2016-11-15 14:26:00,82XX W CLARK ST,740,THEFT,THEFT OVER $500,COMMERCIAL / BUSINESS OFFICE,False,True,1121,12,37.0,1.0,10,1159545.0,1890668.0,2016,2016-11-20 14:26:00,41.70200295,-87.58802345,"(41.70200295, -87.58802345)",2016,11,Tuesday
10000678,UL212581,2023-11-09 06:38:00,27XX S DIVISION ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,HOSPITAL BUILDING/GROUNDS,False,False,2211,18,28.0,5.0,20,1164104.0,1906176.0,2023,2023-12-09 06:38:00,41.93416028,-87.79573819,"(41.93416028, -87.79573819)",2023,11,Thursday
10000679,HV913454,2018-03-26 16:21:00,76XX E FULLERTON AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,BAR OR TAVERN,True,False,122,9,2.0,1.0,06,1193783.0,1860997.0,2018,2018-04-03 16:21:00,41.91239375,-87.50368693,"(41.91239375, -87.50368693)",2018,3,Monday
10000680,KT344273,2022-05-16 16:54:00,40XX W CLARK ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,HOSPITAL BUILDING/GROUNDS,True,True,121,3,25.0,40.0,11,1162770.0,1901394.0,2022,2022-05-26 16:54:00,41.90938619,-87.59062764,"(41.90938619, -87.59062764)",2022,5,Monday
10000681,RN337839,2021-02-02 05:56:00,36XX E FULLERTON AVE,750,THEFT,THEFT $500 AND UNDER,CONVENIENCE STORE,True,True,1022,15,6.0,40.0,12,1186622.0,1904750.0,2021,2021-02-07 05:56:00,41.78679546,-87.52973949,"(41.78679546, -87.52973949)",2021,2,Tuesday
10000682,AU824545,2020-12-14 21:18:00,99XX W BROADWAY,560,ASSAULT,SIMPLE,GAS STATION,False,False,1111,2,23.0,10.0,03,1162834.0,1874202.0,2020,2021-01-05 21:18:00,41.72195341,-87.74746247,"(41.72195341, -87.74746247)",2020,12,Monday
10000683,FR076844,2021-12-23 12:59:00,4XX E HALSTED ST,320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,True,True,1111,5,14.0,66.0,07,1177027.0,1908870.0,2021,2022-01-01 12:59:00,41.89810595,-87.5806034,"(41.89810595, -87.5806034)",2021,12,Thursday
10000684,QY568565,2021-11-01 11:00:00,74XX E FULLERTON AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,CTA TRAIN,False,False,511,11,26.0,60.0,01A,1199392.0,1927894.0,2021,2021-11-11 11:00:00,41.91553762,-87.65235711,"(41.91553762, -87.65235711)",2021,11,Monday
10000685,MN469135,2016-01-04 13:33:00,96XX W GRAND AVE,620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,621,5,22.0,67.0,17,1157678.0,1868188.0,2016,2016-01-24 13:33:00,41.83059315,-87.54668479,"(41.83059315, -87.54668479)",2016,1,Monday
10000686,ST144928,2021-10-19 12:41:00,95XX E NORTH AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,True,False,621,14,45.0,66.0,01A,1158415.0,1921320.0,2021,2021-11-05 12:41:00,41.76340777,-87.57006408,"(41.76340777, -87.57006408)",2021,10,Tuesday
10000687,YG416169,2020-12-09 22:51:00,80XX N DIVISION ST,750,THEFT,THEFT $500 AND UNDER,UNKNOWN,True,False,1611,3,30.0,70.0,12,1191085.0,1895050.0,2020,2021-01-03 22:51:00,41.9559062,-87.55300139,"(41.9559062, -87.55300139)",2020,12,Wednesday
10000688,MI508856,2019-10-21 12:17:00,81XX W DIVISION ST,1240,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,False,False,121,19,41.0,58.0,03,1179046.0,1906261.0,2019,2019-11-18 12:17:00,41.93297594,-87.50467078,"(41.93297594, -87.50467078)",2019,10,Monday
10000689,CG311660,2020-09-19 23:48:00,3XX W NORTH AVE,560,ASSAULT,SIMPLE,RESIDENCE,False,False,1022,24,25.0,22.0,04B,1170551.0,1892009.0,2020,2020-10-12 23:48:00,41.76907236,-87.64648207,"(41.76907236, -87.64648207)",2020,9,Saturday
10000690,MD536227,2022-05-09 20:06:00,76XX S CICERO AVE,750,THEFT,THEFT $500 AND UNDER,CTA TRAIN,False,False,111,5,2.0,63.0,13,1151832.0,1859473.0,2022,2022-05-26 20:06:00,41.91812754,-87.51028279,"(41.91812754, -87.51028279)",2022,5,Monday
10000691,II083601,2020-02-29 16:26:00,85XX S WESTERN AVE,730,THEFT,SHOPLIFTING,CONVENIENCE STORE,False,False,412,18,47.0,29.0,05,1161806.0,1858124.0,2020,2020-03-28 16:26:00,41.69398091,-87.65394848,"(41.69398091, -87.65394848)",2020,2,Saturday
10000692,FN437876,2019-02-14 23:34:00,83XX E STATE ST,610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,122,4,5.0,40.0,07,1155120.0,1862190.0,2019,2019-02-21 23:34:00,41.70542188,-87.52407613,"(41.70542188, -87.52407613)",2019,2,Thursday
10000693,VB213246,2018-05-24 20:40:00,93XX W BROADWAY,510,ASSAULT,AGGRAVATED: HANDGUN,GROCERY FOOD STORE,True,False,711,12,28.0,66.0,12,1195748.0,1929174.0,2018,2018-06-02 20:40:00,41.86235149,-87.71196666,"(41.86235149, -87.71196666)",2018,5,Thursday
10000694,HJ935622,2019-12-04 10:32:00,30XX S COTTAGE GROVE AVE,460,BATTERY,SIMPLE,PARK PROPERTY,True,False,113,19,50.0,27.0,05,1185261.0,1874343.0,2019,2019-12-17 10:32:00,41.78942802,-87.68951337,"(41.78942802, -87.68951337)",2019,12,Wednesday
10000695,AA115050,2016-12-24 19:22:00,55XX N GRAND AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,RETAIL STORE,False,True,1811,24,37.0,46.0,04A,1196594.0,1924327.0,2016,2017-01-17 19:22:00,41.87813347,-87.71967957,"(41.87813347, -87.71967957)",2016,12,Saturday
10000696,UA196975,2015-08-28 19:16:00,86XX S PULASKI RD,750,THEFT,THEFT $500 AND UNDER,PARK PROPERTY,False,False,1211,19,14.0,63.0,08B,1192971.0,1892881.0,2015,2015-09-24 19:16:00,41.72853845,-87.55689053,"(41.72853845, -87.55689053)",2015,8,Friday
10000697,PO097958,2019-03-27 23:26:00,18XX S CLARK ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,False,811,3,1.0,18.0,04B,1196085.0,1860754.0,2019,2019-04-10 23:26:00,41.77336545,-87.55660768,"(41.77336545, -87.55660768)",2019,3,Wednesday
10000698,CJ412573,2019-07-12 08:18:00,18XX W STATE ST,560,ASSAULT,SIMPLE,PARK PROPERTY,False,False,611,22,11.0,28.0,08B,1195398.0,1884742.0,2019,2019-07-13 08:18:00,41.82737636,-87.54456015,"(41.82737636, -87.54456015)",2019,7,Friday
